,alpha,delta,u,g,r,i,z,run_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
75102,347.735997853974,14.582385947365,19.61089,18.3114,17.62349,17.20762,16.97802,2507,4,204,8.377786949855089e+17,GALAXY,0.068248,744,52251,397
10064,230.08176718533,22.2292330545383,20.58912,18.63462,17.62311,17.12863,16.76653,4649,4,299,2.429706088354965e+18,GALAXY,0.1347425,2158,54209,51
95704,37.1786665185958,-9.07798746542582,25.19411,23.03751,21.02441,19.86145,19.5654,6572,2,145,4.944989597233076e+18,GALAXY,0.6006885,4392,55833,135
49261,24.6046227592696,4.46029768114979,19.97416,19.89775,19.88928,19.58547,19.6191,7727,3,230,9.862011125528547e+18,QSO,1.767199,8759,57700,923
30153,181.313763045581,32.7429226217878,25.48213,24.32078,21.19533,20.17801,19.51229,4599,4,80,1.1569883095516862e+19,QSO,1.262239,10276,58225,493
86094,138.084420362303,7.92712549206003,20.52379,20.11541,20.24404,20.38204,20.44584,3478,6,146,1.4648620743068488e+18,STAR,0.0001985756,1301,52976,241
95835,162.318732234422,15.4580154249611,19.36648,18.2505,17.63388,17.24729,17.04731,5360,2,109,2.795688423275391e+18,GALAXY,0.08891466,2483,53852,287
23072,331.411936905798,8.1538248688586,23.46403,22.62942,20.91102,19.88241,19.4721,7772,3,121,5.705171044580743e+18,GALAXY,0.5352085,5067,55751,859
46859,254.079273526539,30.6854649575037,24.82166,22.29327,20.29945,19.38501,18.89034,3225,2,308,5.625190918988782e+18,GALAXY,0.5246062,4996,55720,709
87150,229.284136699421,48.9376047422653,24.0545,21.87722,20.13067,19.32192,18.80993,3187,5,23,7.573944997982262e+18,GALAXY,0.4788371,6727,56369,59
56449,138.359715795058,15.1084149530637,22.98824,23.67294,21.97963,22.09145,23.12126,5194,2,166,1.07491798468466e+19,GALAXY,0.6622778,9547,57806,776
90461,216.394636936527,47.7451722549896,25.71059,21.82926,20.13989,19.2632,18.99755,3838,3,111,7.602245327719258e+18,GALAXY,0.5013162,6752,56366,615
6821,140.266639616643,20.8460592879969,23.1037,21.63623,20.31251,19.53901,19.1793,5080,5,182,6.497618765894932e+18,GALAXY,0.548214,5771,56011,183
52554,347.149263494803,0.786974357868145,26.3439,23.52146,21.12003,19.74247,19.31295,4188,5,24,4.739063158022625e+18,GALAXY,0.6265787,4209,55478,547
32311,120.402856746617,22.9628597572008,25.89369,23.36458,21.78716,20.94905,20.3347,3605,3,72,1.2512142298765875e+19,STAR,0.0001125165,11113,58425,60
30378,260.784307862738,24.7899669367985,22.87359,22.07753,20.66344,19.68048,19.30335,2328,3,175,5.647563506528311e+18,GALAXY,0.5430859,5016,55709,180
22006,29.2157763078243,-2.16625460718527,17.79253,16.75381,16.41487,16.29172,16.26048,7780,4,97,1.055871282640246e+19,STAR,5.087062e-05,9378,58071,85
59527,203.135458757875,41.7472790902599,25.15421,23.57913,21.70425,20.22827,19.41869,3893,5,265,9.445448497405123e+18,STAR,-0.0001337144,8389,57488,997
20747,139.928168345653,47.41499735469,22.46429,22.89791,20.61478,19.54368,18.95586,2863,2,116,6.545055001957652e+18,GALAXY,0.5845864,5813,56363,723
11541,317.813777775127,1.08224345513376,21.45275,21.06414,20.89418,20.87108,20.81556,7712,2,48,5.788360094254389e+18,QSO,0.8577274,5141,55746,395
10484,333.215268945797,2.41586533766902,21.39675,21.24991,20.93378,20.84661,20.52058,7712,4,151,1.0321330189993531e+19,QSO,2.12878,9167,58064,748
1478,186.974183912927,68.1198300651213,20.01079,18.03053,17.0127,16.56705,16.22607,1412,5,174,5.5630646141677766e+17,GALAXY,0.1138078,494,51915,407
30511,33.7274583178682,3.79831350982282,25.47033,22.74906,21.63947,21.25459,21.00925,7718,2,213,1.0608376942599363e+19,GALAXY,0.8850575,9422,58107,538
32118,329.60134513257,1.34172542344882,24.27279,22.79725,21.09753,20.25065,19.80817,7717,2,126,5.795039079449254e+18,STAR,-7.321723e-05,5147,55854,117
62696,220.695647140153,34.5109243562658,22.58756,21.05518,20.48397,20.18312,19.96759,4002,4,84,1.2315231312596455e+19,STAR,-0.0004599215,10938,58514,502
1632,333.804771232535,19.3962726399565,25.48403,21.36719,19.93459,19.4407,18.89044,8102,3,64,8.532196604350061e+18,GALAXY,0.250711,7578,56956,462
22835,132.971676470414,31.4974040115644,23.73682,21.89864,20.10855,19.03226,18.46359,3606,3,62,1.4300421905742828e+18,STAR,0.0001419223,1270,52991,543
24511,0.406624349333981,3.03104277482892,22.65479,22.37435,21.80216,21.4047,21.724,7717,5,332,1.0627538405071e+19,GALAXY,0.777302,9439,58015,615
34672,145.797521337534,16.1900760965176,22.67068,22.42631,22.0924,21.43147,20.73562,5935,5,197,1.0789581126781655e+19,GALAXY,0.8458299,9583,57809,299
91570,16.519441555388,-5.18128046779275,26.26857,21.70021,21.25298,21.25388,21.1488,7881,3,132,7.930924816286374e+18,QSO,3.242139,7044,56591,312
86492,216.980398797314,34.316222017239,23.55366,22.35813,20.8894,20.02644,19.46511,3900,1,548,4.3460990731385795e+18,GALAXY,0.5802866,3860,55269,456
78423,6.67801689455018,19.4370414523555,21.04016,21.23811,21.14292,20.75949,20.92026,8096,2,270,8.545808558100602e+18,QSO,1.658548,7590,56944,830
30576,135.099793342571,56.369112791347,21.29604,20.07738,19.50692,19.24561,19.43148,3600,2,33,8.194415638607059e+18,STAR,0.0005489846,7278,57041,422
49764,20.998587157632,28.5640100060568,22.74883,24.24519,22.64638,20.90951,19.94411,8105,2,78,8.650474663309497e+18,GALAXY,0.7695308,7683,58133,675
9138,225.533956922125,23.0932596642557,21.50209,19.21815,17.93823,17.40897,17.02868,4646,2,206,2.4208069211675955e+18,GALAXY,0.1786928,2150,54510,444
47399,194.663509449956,-1.33735071325371,21.96268,21.26071,21.18549,21.22802,20.81822,1140,6,279,4.271909525584632e+18,QSO,2.776809,3794,55241,892
69664,236.322999412413,26.2081429586939,21.31768,18.93353,17.46834,16.78944,16.29469,4010,5,152,2.0819393504923092e+18,STAR,-0.0002049345,1849,53846,547
51760,140.800754075576,9.0096586749302,22.90315,23.5479,21.57606,19.31663,18.1083,3630,3,163,5.97755718628464e+18,STAR,9.421153e-05,5309,55929,562
90159,336.30105211127,21.4365222952471,19.83328,19.62658,19.40437,19.40466,19.47204,7708,2,58,8.536750231823604e+18,QSO,1.096949,7582,56960,644
64923,20.1645682561825,20.8291070649119,21.32712,21.17154,20.92074,20.90158,20.91738,7917,1,230,8.150514332494748e+18,QSO,1.425137,7239,56693,454
30840,351.584463441745,0.692094610205852,23.02575,22.8677,22.49552,21.83956,21.28506,4188,5,54,1.0360616834076793e+19,GALAXY,0.705225,9202,57713,312
80467,11.2329516370549,-5.37819434197352,22.64353,23.41624,22.08016,20.61265,19.91955,7881,3,97,8.90047116403778e+18,GALAXY,0.7636107,7905,57666,845
5718,346.91206277301,23.3746850141685,25.54381,24.76371,22.60951,21.07317,19.98653,6366,4,96,8.57283318561193e+18,STAR,-0.0002226192,7614,57307,841
91439,4.12808813258697,0.0644295744479639,22.95372,21.34708,19.76579,19.00434,18.56721,4263,4,143,4.75031995810135e+18,GALAXY,0.4421499,4219,55480,539
35254,189.405845124044,8.10889342824044,23.29025,21.77129,20.07058,19.08681,18.72054,3842,5,56,6.087902249052559e+18,GALAXY,0.5289302,5407,55926,587
64444,223.620850582567,40.931829304762,20.98528,18.43509,17.30397,16.89016,16.67256,3699,5,209,3.8348574972865167e+18,STAR,-0.0002080346,3406,54970,154
20901,351.648252541605,25.8473811970573,22.24353,22.23322,21.52468,20.71206,20.82652,8110,1,179,8.670650413765384e+18,QSO,1.939208,7701,57356,346
85819,142.216576474493,8.44475750868137,19.53326,18.27822,17.75143,17.56637,17.49052,3478,6,173,3.736896507887067e+18,STAR,0.0002195356,3319,54915,126
61318,333.584739511307,16.483912434845,25.05384,23.26424,20.9208,19.94555,19.5649,8101,2,58,5.670206574817465e+18,GALAXY,0.4687811,5036,55751,635
54267,117.333631411244,21.1792108801077,23.90284,24.64692,21.59228,20.43884,19.68463,3605,4,50,1.2477492565598558e+19,GALAXY,0.8701451,11082,58508,981
9562,348.67837577378,3.62029748261757,24.60142,23.56062,21.35302,20.2759,19.83753,7712,6,254,4.826772300165832e+18,GALAXY,0.6033553,4287,55483,143
23654,329.88847836973,6.09781628759237,24.5507,21.13756,19.52265,18.74689,18.23894,5640,3,162,4.611950543266665e+18,GALAXY,0.4255495,4096,55501,962
44263,18.3240141517811,6.44515014293223,22.94143,21.62471,20.66171,19.65777,19.20853,5641,1,118,4.980126141505624e+18,GALAXY,0.6208087,4423,55889,985
18045,353.561497488734,0.726764869005137,21.06227,21.02157,21.05479,20.6972,20.28448,4188,5,67,1.0331295613900315e+19,QSO,1.985238,9176,58080,138
17155,29.4832880407744,-1.29633598211223,22.13531,21.42714,21.35694,21.25718,21.5977,7780,6,99,4.896764741857596e+18,QSO,1.393057,4349,55803,822
45801,185.95258945385,2.78167135012104,24.32304,22.07965,20.66609,19.7328,18.97858,1458,4,408,5.349197006501074e+18,GALAXY,0.4994481,4751,55646,169
9830,116.355552035063,41.4754486564757,22.31427,22.04138,21.60535,21.72511,21.20915,6573,4,219,9.333754331739216e+18,QSO,2.277704,8290,57364,160
77330,346.809247896671,28.0533955137446,22.93658,21.68969,19.6001,18.88057,18.36236,8116,2,152,7.080922612885641e+18,GALAXY,0.3205565,6289,56559,502
34509,54.311628614606,0.921813992380757,19.80335,18.5871,18.10055,17.93114,17.84302,3438,6,162,8.254132582587062e+18,STAR,-5.458833e-05,7331,56658,583
77398,128.031205967683,17.9640817111475,19.23486,17.78006,17.08367,16.67632,16.54232,5037,1,99,2.559174673648609e+18,GALAXY,0.1260793,2273,53709,15
70845,354.848880153566,-0.350872476923833,24.09465,22.70123,22.48293,21.64221,21.82045,4263,3,81,9.869660696643656e+18,GALAXY,1.049406,8766,57333,80
94217,225.152052977898,62.7859531636016,23.51538,21.29692,19.47167,18.6411,18.28405,2206,6,54,6.858446063230259e+17,GALAXY,0.4389158,609,52339,624
94021,28.626137917258,-7.74762794659337,24.11507,22.08062,20.46121,19.58733,19.25661,7885,1,71,8.067167776186587e+18,GALAXY,0.4978356,7165,56603,345
57481,143.342873672769,26.7189706651461,24.71814,23.99512,21.67976,20.46852,19.78521,4576,2,205,1.3146272712283675e+19,GALAXY,0.5587015,11676,58512,965
42403,146.26787599527,15.4304388524987,24.2655,23.41576,22.05003,22.30962,21.89876,5935,3,199,1.07931416199412e+19,GALAXY,0.9738129,9586,57787,964
90911,131.280486098036,49.9423020930582,20.30869,19.97179,19.89877,19.63805,19.52356,2074,6,97,8.45792019284416e+18,QSO,1.626292,7512,56777,582
5510,176.361511727654,57.7055296517161,22.15421,22.08578,21.95426,21.33609,21.60949,3697,5,58,9.275219094994704e+18,QSO,0.8857288,8238,58171,202
60912,209.412523543708,66.2443137752444,24.64387,23.56557,21.62262,19.46737,18.3778,1412,5,233,5.597432611288125e+17,STAR,1.54383e-05,497,51989,622
65081,182.395993823696,18.7539260639916,22.77456,21.52682,19.61281,18.74092,18.23497,5314,1,39,6.584393873128446e+18,GALAXY,0.4441978,5848,56029,477
21194,134.806578137592,32.381792784908,22.1137,20.62951,20.02974,19.7147,19.69899,3606,3,74,1.1527011761585936e+19,STAR,0.0003291624,10238,58155,176
40304,170.852397312318,50.5407283389453,20.60294,19.03797,18.1075,17.6353,17.42867,2830,1,360,9.897432984846602e+17,QSO,0.2005502,879,52365,281
35202,143.003955792374,23.3988825682937,24.00347,22.49126,21.90332,20.93867,20.22564,5061,4,196,1.0796487709138639e+19,GALAXY,0.8881549,9589,57813,849
57843,17.3119673754821,46.5021018997378,20.30069,18.95604,18.44488,18.24447,18.21865,3366,3,124,1.6562416922877235e+18,STAR,-9.841419e-05,1471,52883,156
27110,251.779573235145,31.0751690129702,21.00602,20.79852,20.53374,20.21713,20.07821,3705,2,341,1.229509457737183e+19,QSO,1.830083,10920,58252,973
82316,169.279954536278,5.98156764030547,20.77548,18.73716,17.67582,17.19549,16.78843,3841,1,30,9.402823170106592e+17,GALAXY,0.08268153,835,52326,567
45393,349.587540703154,2.84119661891853,24.85045,22.37653,20.92619,19.87354,19.34546,7717,5,260,4.825837715550657e+18,GALAXY,0.573678,4286,55499,839
16735,167.751571883729,5.49891033676497,18.63187,17.53098,17.0169,16.72518,16.52249,2126,5,324,6.543158358038548e+17,GALAXY,0.02841452,581,52356,611
61539,201.492222516794,5.33314859086209,19.30753,18.1966,17.70429,17.26468,17.02487,2247,5,271,9.593937540688384e+17,GALAXY,0.05974361,852,52375,462
37188,129.989325032878,30.1585258431411,22.94798,22.45776,20.32488,19.34374,18.90692,3606,4,43,5.835692974177278e+18,GALAXY,0.5133693,5183,55976,559
36750,188.815736314396,34.249830339355,19.10068,17.27842,16.38187,15.93292,15.59226,4576,2,469,2.268863748464732e+18,GALAXY,0.08596921,2015,53819,638
4446,322.274435580746,0.888131142695334,22.76601,22.32952,21.72029,21.36999,20.58024,4187,6,98,1.0388814638079e+19,QSO,0.7731757,9227,57932,495
13391,9.47538726278026,3.59105047328204,26.11622,20.99537,19.82578,18.99029,18.43236,7712,6,392,4.844805940548229e+18,GALAXY,0.6207346,4303,55508,213
47194,8.99866311584026,2.67364329816656,19.68512,19.25322,19.1351,19.03036,18.82174,7717,4,389,1.0636421635429915e+19,QSO,2.186984,9447,58077,164
91067,59.4959555034234,-5.83753424043571,19.08687,18.69941,18.65961,18.45284,18.18401,1729,4,477,5.224604697394156e+17,QSO,0.4385868,464,51908,156
35835,128.552668849016,4.02268737211335,20.5312,18.67674,17.72756,17.29651,16.92359,3015,3,96,1.3353516936462602e+18,GALAXY,0.1058389,1186,52646,125
94453,15.8475199428312,0.319460543409992,20.9201,18.37887,16.99284,16.46304,16.08042,4858,4,460,4.449022918084792e+17,GALAXY,0.237988,395,51783,625
56007,178.753548228403,-1.65832299523207,23.5918,21.50461,20.0679,19.28525,18.70174,1140,5,173,4.2515528918932086e+18,GALAXY,0.4511988,3776,55209,563
54175,154.378571732579,17.0061725725842,24.15024,22.74719,22.47522,21.01468,20.89624,5935,3,252,1.0780742977053809e+19,GALAXY,0.8170099,9575,57786,914
74433,146.771651016877,1.01029280044758,20.1438,18.72187,17.74986,17.18673,16.81649,1239,6,176,2.996469076077056e+17,GALAXY,0.1616769,266,51630,573
77904,342.718424906738,11.8274656758041,22.91213,21.94141,21.10596,20.07782,19.8637,7773,4,197,5.686062090030438e+18,GALAXY,0.7509928,5050,56215,973
66509,41.7636246921575,-2.09238163163587,23.9874,22.40731,22.13185,21.15629,20.21961,7778,3,595,1.0483327005164329e+19,GALAXY,0.7903314,9311,57743,265
83724,22.0002783362124,15.8437350518816,21.06303,18.83742,17.60748,17.08982,16.71301,7713,1,372,5.783887282412214e+18,GALAXY,0.1854068,5137,55833,507
4081,0.868207571187227,-8.38839389496945,26.36025,21.98326,19.80441,18.94071,18.67232,8100,1,325,8.048043145609631e+18,GALAXY,0.4814443,7148,56591,402
85263,241.595889891965,5.77344695002697,20.71684,20.44279,20.24071,19.90504,19.96032,3894,1,254,1.946704093401606e+18,QSO,1.540892,1729,53858,84
71710,48.3485774821176,-0.283298917276024,19.35418,19.77505,20.1859,20.5465,20.58284,3438,3,122,2.3283715095186903e+18,STAR,-0.0001132509,2068,53386,38
18360,134.713843496245,29.5185944050787,22.50994,22.11112,21.60936,21.26753,20.64581,3704,2,22,1.1751079036851608e+19,GALAXY,1.099248,10437,58135,224
21146,145.436293432948,49.8912430862744,20.17493,18.54864,17.71542,17.18172,16.79391,2863,2,145,1.0145985880947692e+18,GALAXY,0.05937581,901,52641,592
76130,251.967189241622,35.9378430356211,20.3209,18.58375,17.6689,17.26936,16.96434,3225,6,272,9.221937028588114e+17,GALAXY,0.1145462,819,52409,297
30407,160.041502227506,18.7363973651141,19.52755,18.06699,17.01898,16.53869,16.22557,5935,5,289,2.9196182325517614e+18,GALAXY,0.1698322,2593,54175,581
97362,208.171212128679,-0.38827749163958,19.50972,18.36381,17.8925,17.5799,17.44651,752,3,432,3.377766017207112e+17,GALAXY,0.1074706,300,51943,24
90335,159.687425526655,48.7875717425495,20.07962,18.27355,17.10039,16.59572,16.2482,2830,2,311,9.851860974808863e+17,GALAXY,0.1761182,875,52354,86
3955,317.264233167088,0.90683139188501,23.60248,22.62139,22.07429,21.00393,20.73808,7717,2,44,1.0382064186541e+19,GALAXY,0.7743105,9221,57938,513
51433,359.750085199931,29.3649194372934,18.00448,16.92911,16.62439,16.47038,16.36988,4152,2,97,3.155987672116259e+18,STAR,-0.0001662392,2803,54368,328
21079,335.779828004252,2.46569494575349,21.71342,21.65533,21.55746,21.29697,20.53791,7712,4,168,1.2770048693979339e+19,QSO,2.026815,11342,58425,334
51336,168.412308891869,43.3718859026159,21.57068,19.97985,18.82212,18.11115,17.73617,3562,3,120,5.276104778178648e+18,GALAXY,0.1713818,4686,56013,501
7968,26.0166203228293,-1.5689035133166,22.54574,22.18285,21.78362,20.80078,21.18379,7778,5,490,1.0498114617527783e+19,GALAXY,0.7895278,9324,58077,814
67755,250.915260479693,50.6086221128208,21.19919,21.14421,20.83739,20.67462,20.63469,4682,2,146,9.069206883324418e+18,QSO,1.347377,8055,57187,302
92251,220.299409196624,40.6931285829099,25.09492,22.13971,20.99868,19.96099,19.42563,3716,1,212,5.823307527040031e+18,GALAXY,0.6017476,5172,56071,557
74087,176.028436343688,36.2906716490598,24.11829,21.20123,19.22991,18.61431,18.2109,4504,1,123,2.291303125094525e+18,GALAXY,0.3558051,2035,53436,352
28585,116.932996540492,21.4216674870234,23.58696,23.14432,20.96249,19.81815,19.35727,3605,5,49,5.036260603116935e+18,GALAXY,0.5910723,4473,55589,401
49789,238.029122698975,16.2948355327303,18.57761,17.33401,16.58895,16.20331,15.93323,4670,1,270,2.835190034330577e+18,GALAXY,0.08723932,2518,54243,633
28104,252.265967417258,34.3023382247437,18.34245,16.63341,15.92907,15.66462,15.53385,3225,4,282,3.8923548088285025e+18,STAR,-0.0001436995,3457,54984,432
78066,251.600774090767,32.523467895204,26.0947,23.18119,21.31651,20.20471,19.40134,3705,4,333,1.2289283108747106e+19,GALAXY,0.6163689,10915,58257,311
66818,219.908381148672,31.97657895416,23.49185,21.53665,19.9175,19.08279,18.74525,4512,3,141,4.3551950594839905e+18,GALAXY,0.429911,3868,55360,779
38412,125.332523067526,38.4094837216947,22.16998,21.55634,21.52675,21.46822,20.78185,2825,4,130,4.284065176855272e+18,QSO,2.481675,3805,55269,58
98569,38.7473738494645,-6.85737082282658,22.81013,21.70223,20.63752,19.59721,19.40224,7885,2,138,4.952918724967684e+18,GALAXY,0.683055,4399,55811,309
46916,41.9903305158988,0.261793833223242,21.11157,20.3906,20.20867,20.2634,19.87427,4874,4,701,4.775132911379962e+18,QSO,2.458524,4241,55450,696
1256,161.125898806101,66.327946093415,22.47035,20.65965,19.03917,18.39728,17.94956,1412,5,106,7.975008087932425e+18,GALAXY,0.2814862,7083,56722,942
29843,123.851382057635,20.7960232007626,21.33055,20.55589,20.47741,20.05606,19.56542,4517,4,84,5.050991585011194e+18,QSO,0.7727832,4486,55588,744
98237,251.080591779182,25.9361801934206,17.77549,16.8309,16.47962,16.3262,16.26925,3958,4,155,1.6022974575705068e+18,STAR,-0.001132629,1423,53167,516
25424,128.122414661384,28.4772999596302,21.51666,20.84878,20.20406,20.14295,19.71234,3606,3,28,5.014896266666334e+18,GALAXY,0.3254956,4454,55536,502
39180,204.237811947324,35.869532475618,19.99956,18.20253,17.3393,16.93815,16.65399,4512,3,51,2.3655715692179886e+18,GALAXY,0.06066713,2101,53858,203
42697,224.749285505714,41.2840165894808,21.07461,19.1688,17.75059,17.21631,16.85735,3716,6,230,6.815085432449292e+18,GALAXY,0.2317121,6053,56091,48
37747,52.294452199226,0.943785051703119,18.22337,17.08613,16.64476,16.45212,16.36473,3438,6,149,8.02859029096327e+17,STAR,0.0001755015,713,52178,336
2493,320.992582733555,0.938575207613373,19.70687,18.50428,17.57031,17.05833,16.76392,4187,6,89,1.1114144332314316e+18,QSO,0.1400378,987,52523,550
81041,234.398335407978,58.9175213339716,20.10323,20.06756,19.9373,19.88598,19.82806,6162,1,51,9.486876183742403e+18,QSO,1.24362,8426,58224,158
91610,32.4193889785398,-4.80891871475409,23.43023,22.18361,21.11803,20.13701,19.78232,7881,3,238,4.946114399490562e+18,GALAXY,0.6640843,4393,55944,131
23962,255.483220082338,19.6482605449571,24.48462,23.61592,21.29867,20.29846,19.96457,3926,3,218,4.700680859753404e+18,GALAXY,0.5167694,4175,55680,177
4658,124.55210257996,43.4288221064148,23.65639,21.7572,21.41242,21.23481,21.22801,6573,6,261,4.286490703566232e+18,STAR,0.0001723571,3807,55511,690
64590,152.115436990964,37.3660561240879,18.57195,17.5934,17.33231,17.23876,17.24752,3647,3,96,9.936111333115453e+18,STAR,-0.0002603065,8825,57451,162
87409,163.242674854626,45.4366930653133,18.82154,16.97662,16.08029,15.67527,15.36371,3698,4,69,1.616876704981084e+18,GALAXY,0.08971714,1436,53054,307
75391,40.7317911924613,-0.685903103675142,24.2381,21.06638,19.55048,17.88158,16.94062,4263,2,388,1.204717341837912e+18,STAR,-4.18298e-05,1070,52591,16
41821,219.447883835885,55.4835064105994,19.37637,19.02578,18.8644,18.64111,18.68415,3225,4,75,1.3071802825535918e+18,QSO,1.670773,1161,52703,38
10120,230.004078444959,36.7479926707466,22.42245,22.07989,21.84818,21.90752,21.58982,3699,2,252,1.2096821019035326e+19,GALAXY,1.492984,10744,58199,554
36341,3.91511842859165,2.74408838193697,22.96026,21.16594,20.8127,20.75517,21.28665,7712,4,355,4.839370229988743e+18,STAR,-0.000833821,4298,55511,918
68600,150.635623275251,31.2710229144116,22.43472,22.60214,22.50443,21.66819,20.83389,4518,1,149,1.1765718759415e+19,GALAXY,0.1821023,10450,58142,235
71523,229.36495976294,8.46067812675497,18.94968,18.05597,17.74101,17.37437,17.26123,3836,2,533,1.9354376729316823e+18,GALAXY,0.0768087,1719,53876,57
50112,118.889876449137,18.4927723733076,18.6047,17.38061,16.86199,16.51154,16.22207,6597,4,160,2.1618853817782372e+18,GALAXY,0.04286389,1920,53314,573
18627,229.113489915869,33.9316334320568,23.41827,22.58479,20.73408,19.73241,19.26129,3919,5,163,5.314498069550881e+18,GALAXY,0.5189459,4720,55691,911
21624,189.512712759255,56.2532237572257,21.39808,19.50743,18.12539,17.54745,17.22532,3712,1,106,7.692339586383763e+18,GALAXY,0.2398794,6832,56426,696
14600,301.5035950652,-11.2504956836744,18.90363,17.51566,16.92581,16.70945,16.57847,5421,4,182,2.5930756562249585e+18,STAR,-0.0001306701,2303,54629,466
39663,347.814218057692,34.4860427019069,20.99243,19.37553,17.96978,17.41747,17.05087,8156,5,168,8.039102466439272e+18,GALAXY,0.2292832,7140,56569,644
9193,350.431147839865,0.791333578934745,25.83121,22.09264,21.33355,20.78691,20.35839,4188,5,46,9.867594164522471e+18,GALAXY,0.9873198,8764,57332,754
85115,354.710062227515,19.1155384431775,25.82544,22.55065,20.72921,19.72032,19.27905,8096,2,194,6.904222568187976e+18,GALAXY,0.4828861,6132,56267,743
70002,216.204830411632,48.7207193902062,19.45486,18.54948,18.20308,18.07124,18.04094,3838,5,108,7.596501204466947e+18,STAR,-0.000784289,6747,56388,198
60925,157.194544212326,16.5759949232893,20.85282,18.18255,17.29328,16.93907,16.74087,5935,1,269,6.014647013265922e+18,STAR,0.0001753591,5342,56003,326
51154,350.948337588525,0.758437568105084,22.363,20.44463,18.83406,18.19682,17.74433,4188,5,49,4.740301482422984e+18,GALAXY,0.2783912,4210,55444,956
80542,113.760133596633,25.94306018849,23.81119,23.3431,21.68579,20.43114,20.18698,2822,2,29,5.026242407567743e+18,GALAXY,0.5983697,4464,55866,819
91512,216.131981159123,17.2543725843963,17.92944,16.5633,15.86357,15.55593,15.30978,5308,3,159,3.1063771605002097e+18,GALAXY,0.05262514,2759,54534,70
84539,150.185875065167,4.9082197740788,20.1243,18.53718,17.59687,17.13603,16.79142,2986,1,211,6.441626694309908e+17,GALAXY,0.1257797,572,52289,538
87718,227.440049372434,42.0071559712478,23.51504,23.03754,21.3239,20.28331,19.56301,3664,5,105,9.592802858530787e+18,GALAXY,0.5755944,8520,58191,493
94581,19.8031081312223,0.295365844784602,20.0478,18.18196,17.17769,16.73068,16.40042,4858,4,487,4.4827092065874125e+17,GALAXY,0.1256728,398,51789,592
95806,172.196551342884,53.6830424214128,24.99096,22.02423,20.40901,19.76714,19.45374,2821,2,152,1.1417334694543626e+18,GALAXY,0.3237916,1014,52707,258
62397,117.284510415985,18.2900594359122,19.18254,17.95566,17.90483,17.9233,18.00737,4335,5,39,3.28217065234107e+18,STAR,0.0001257865,2915,54497,627
78759,347.613146526613,-1.91665099656708,22.16646,21.31422,20.63509,19.89986,19.68789,8038,5,136,4.910303303878072e+18,GALAXY,0.6593171,4361,55831,923
80355,226.050472134833,42.3686251489469,25.76581,23.38529,21.57467,20.14463,19.59784,2964,4,516,6.816393301496977e+18,GALAXY,0.7104686,6054,56089,710
68155,135.604197172983,4.16774284365596,23.72522,25.1962,22.96738,20.20415,18.26966,2986,2,113,4.297743926272744e+18,STAR,-7.546812e-05,3817,55277,669
92041,11.6348409383792,9.73103498877166,21.85758,18.94059,20.09932,18.98654,18.99886,7880,3,119,6.986265925487188e+18,STAR,-8.313063e-05,6205,56187,207
94268,225.481272876679,20.9677986617373,20.69619,20.10048,20.09481,20.08497,19.87337,4670,2,185,6.644010493265861e+18,QSO,2.27891,5901,56039,273
62564,191.9983520328,41.95015263315,25.15961,24.42007,21.78145,20.781,19.79518,3840,3,210,9.441938856792578e+18,GALAXY,0.7569586,8386,57518,517
65338,355.423569606378,27.2026865766234,21.96788,22.43744,20.92046,19.89562,19.45496,8103,4,69,7.336561540446049e+18,GALAXY,0.5097669,6516,56571,719
95656,38.0673821420115,-4.22753540714637,21.42332,21.34569,20.91044,20.89544,20.48878,7865,3,168,8.146125080566716e+18,QSO,1.235568,7235,56603,870
75804,200.142291335255,40.4145619982292,22.97603,21.95573,20.12425,19.21479,18.80859,3840,1,252,5.299718433612782e+18,GALAXY,0.5019676,4707,55653,391
94676,178.901949540778,46.1153547414116,22.06867,20.98609,20.54175,20.34227,20.03643,3698,1,141,8.336223771963972e+18,QSO,2.687439,7404,56776,221
9462,350.137473035666,0.653057372458877,23.06243,22.03656,20.33056,19.52551,19.14212,4188,5,44,4.740258326591592e+18,GALAXY,0.4433396,4210,55444,799
22767,253.023779218157,22.7958350757484,19.79321,18.30358,17.69994,17.4313,17.30832,3926,5,193,3.857503038889632e+18,STAR,-0.0005287142,3426,54977,618
74373,223.721082548112,31.5621420132547,26.52084,21.37981,19.64261,18.60832,18.1582,4010,5,70,4.357332783506676e+18,GALAXY,0.5133576,3870,55273,364
88364,128.250067685916,24.4474986417566,22.39254,22.57657,21.69944,21.32657,20.84297,4335,3,118,1.080997762182967e+19,GALAXY,0.8619389,9601,58083,773
68220,224.565019743514,50.7783229768229,22.09623,21.18308,21.03514,21.2822,21.29756,3705,4,153,7.573028280582035e+18,STAR,-0.001211921,6726,56394,820
58088,241.733124969854,33.4000826116925,18.13557,16.6873,15.91866,15.45067,15.15675,3958,4,81,1.5977674692781937e+18,QSO,0.05868183,1419,53144,420
95815,122.645271766541,7.34943479738102,21.80422,19.04949,17.63826,16.3703,15.65971,6004,1,42,1.9771935377871603e+18,STAR,0.0001518388,1756,53080,412
99993,0.740550521639946,-9.18424348574972,23.13172,23.18506,21.52854,20.26975,20.11383,1740,5,27,8.069569109598427e+18,GALAXY,0.6170357,7167,56604,889
